event	pdgid	mass	charge	pt	eta	phi	mothers	daughters	longLived
592	1009213	1001.05	1.0	719.463	1592.04	1.13811	-2.6838	-1009002,21		0
593	1009213	1001.05	-1.0	267.496	3020.16	3.05671	-1.20385	1009002,21,21		0
595	1009213	1001.05	-1.0	435.522	1157.4	0.79596	-3.13956	1009002,21,21,21		0
596	1009323	1001.22	1.0	438.556	1341.83	1.33806	0.0451109	1009002,21,21		0
597	1009313	1001.22	0.0	1391.78	1718.18	-0.0806168	-0.949775	-1009002,21		0
598	1009113	1001.05	0.0	1516.45	2612.66	1.04005	2.17854	1009002,21,21		0
599	1009113	1001.05	0.0	1345.11	2154.58	0.885547	1.42641	-1009002,21		0
600	1009313	1001.22	0.0	1268.29	1616.2	0.0262242	-1.79402	1009002,21,-1		0
602	1000993	1001.1	0.0	364.967	2223.27	2.37822	2.44602	-1009002,21		0
607	1009313	1001.22	0.0	462.928	1210.84	0.935963	-0.359686	-1009002,21		0
611	1009223	1001.05	0.0	502.956	1416.59	1.31282	-2.72737	-1009002,21		0
613	1009213	1001.05	1.0	805.884	1404.23	0.654549	0.681696	1009002,21		0
615	1009213	1001.05	1.0	364.462	1159.79	-1.05253	-2.24616	1009002,21		0
616	1092214	1001.38	1.0	352.797	1324.94	-1.54881	0.971272	1009002,21		0
617	1092214	1001.38	-1.0	332.977	1103.34	0.858024	1.14409	1009002,21		0
618	1009223	1001.05	0.0	335.611	1063.9	0.380907	-1.91594	-1009002,1		0
621	1009113	1001.05	0.0	741.561	1252.18	-0.169495	-2.35674	-1009002,21		0
622	1009213	1001.05	-1.0	700.099	1312.42	0.64062	0.745516	1009002,21,21		0
625	1000993	1001.1	0.0	785.016	1460.68	0.819442	0.383662	-1009002,21,21		0
626	1009213	1001.05	1.0	790.651	1280.78	0.144653	-1.85659	1009002,21,21		0
627	1009223	1001.05	0.0	533.082	1164.71	0.478778	-0.807059	-1009002,21		0
629	1009223	1001.05	0.0	410.788	1172.14	-0.948318	2.13184	1009002,21		0
630	1009213	1001.05	-1.0	345.493	1248.15	1.40361	0.332285	-1009002,1		0
631	1009223	1001.05	0.0	275.115	1101.1	1.09886	-2.64602	1009002,21		0
633	1092114	1001.38	0.0	524.574	1213.12	-0.762861	2.56391	-1009002,2		0
635	1000993	1001.1	0.0	499.96	1365.72	-1.23085	-0.62826	1009002,21		0
636	1009113	1001.05	0.0	679.061	1230.23	0.32435	1.53483	1009002,21,21,21		0
639	1000993	1001.1	0.0	651.205	1801.72	1.47521	-1.70063	1009002,21,21		0
641	1009223	1001.05	0.0	682.854	1271.77	0.538833	-2.35947	1009002,-3		0
645	1009323	1001.22	1.0	613.643	1187.04	0.278911	0.448181	-1009002,21		0
648	1009323	1001.22	-1.0	618.501	1193.5	0.315837	-1.68212	1009002,21,21		0
649	1009113	1001.05	0.0	710.113	2961.78	-2.04398	1.56503	1009002,21		0
653	1009213	1001.05	1.0	1734.73	2002.85	0.00222652	-0.0637099	-1009002,21,21		0
655	1009323	1001.22	1.0	1622.25	1907.29	-0.0370699	3.13598	-1009002,21,21		0
656	1009333	1001.4	0.0	346.678	1833.25	-2.16842	-2.68166	1009002,21		0
662	1009323	1001.22	-1.0	296.321	2368.05	-2.66825	0.565134	1009002,21		0
665	1093214	1001.55	0.0	502.416	2394.48	2.14487	2.86889	1009002,21,21		0
669	1009113	1001.05	0.0	552.982	1491.43	1.31654	-0.516806	-1009002,21		0
670	1000993	1001.1	0.0	352.443	1211.76	-1.27992	1.71529	-1009002,21,21,21		0
674	1009213	1001.05	-1.0	403.534	1105.56	-0.563061	-1.28108	1009002,21		0
676	1009213	1001.05	1.0	496.818	1245.31	-0.954313	-2.70543	-1009002,21		0
677	1009223	1001.05	0.0	533.851	1183.59	-0.595937	0.841718	-1009002,21,21		0
682	1009113	1001.05	0.0	691.947	1217.6	0.0587615	-2.09228	-1009002,21		0
688	1009213	1001.05	-1.0	695.765	2190.55	-1.6894	1.09891	1009002,21		0
690	1009313	1001.22	0.0	457.34	1733.07	-1.7951	-0.0203105	-1009002,21		0
694	1009213	1001.05	-1.0	631.17	2258.02	-1.83315	2.86183	1009002,21		0
695	1000993	1001.1	0.0	352.849	1474.22	-1.78615	-1.27696	1009002,21		0
697	1009223	1001.05	0.0	343.378	1551.97	-1.91097	2.17472	1009002,21		0
700	1009113	1001.05	0.0	322.328	1528.37	1.94928	2.20836	1009002,21,21		0
701	1009313	1001.22	0.0	275.853	1111	1.15574	-0.541443	-1009002,21,21		0
703	1000993	1001.1	0.0	267.018	1036.25	-0.0670965	2.84379	-1009002,21		0
704	1092224	1001.38	2.0	322.747	1515.07	1.93162	-0.30872	-1009002,21		0
705	1009213	1001.05	-1.0	644.46	1209.59	-0.325808	0.816055	1009002,21,21		0
706	1009223	1001.05	0.0	319.964	1472.04	1.88623	-1.79833	-1009002,21,21		0
707	1009223	1001.05	0.0	413.526	2214.49	-2.24577	-1.56092	1009002,-1		0
708	1009223	1001.05	0.0	443.727	1298.55	-1.23464	1.61691	-1009002,1		0
709	1092224	1001.38	2.0	51.5934	1022.8	2.07278	1.68273	1009002,21,21		0
710	1009213	1001.05	1.0	63.6728	1277.2	-3.21382	-1.39165	1009002,21,21		0
714	1009223	1001.05	0.0	589.589	1755.3	-1.54272	-2.55013	-1009002,21,21		0
716	1009213	1001.05	1.0	546.897	2096.72	-1.88487	0.545398	1009002,21		0
717	1009113	1001.05	0.0	295.177	1151.36	-1.27371	-0.669909	-1009002,21		0
718	1009113	1001.05	0.0	387.803	1096.33	-0.545935	2.45391	1009002,21,21		0
721	1009213	1001.05	1.0	532.249	1373.83	1.17111	0.524869	1009002,21		0
722	1009223	1001.05	0.0	522.995	1129.44	-0.00853518	-2.64398	-1009002,21		0
723	1009223	1001.05	0.0	96.2077	1314.75	2.87142	1.93618	-1009002,21		0
724	1009213	1001.05	1.0	565.244	1377.35	1.10385	-0.0963205	1009002,2103		0
725	1000993	1001.1	0.0	867.53	1427.22	0.57934	-1.80691	1009002,21,21		0
729	1009213	1001.05	-1.0	858.856	1534.93	-0.819277	1.40482	-1009002,21,21		0
730	1000993	1001.1	0.0	465.848	1836.79	-1.86512	-0.804767	1009002,21,21		0
731	1009213	1001.05	1.0	459.71	1384.57	1.36235	2.36537	-1009002,21,21		0
732	1009113	1001.05	0.0	439.605	1653.3	-1.76031	-0.781826	-1009002,21,21,21		0
734	1092114	1001.38	0.0	438.547	2093.69	-2.11195	2.35331	1009002,21		0
736	1009313	1001.22	0.0	764.792	1619.38	-1.09677	-1.20625	-1009002,21		0
742	1009213	1001.05	-1.0	1186.4	1554.1	0.0630158	1.40171	1009002,21		0
745	1009213	1001.05	-1.0	752.304	1276.4	0.322996	2.37848	-1009002,21		0
747	1009223	1002.04	0.0	500.063	1154.75	0.536976	-1.22102	1009002,-2		0
748	1009213	1001.05	-1.0	663.128	1263.93	-0.564523	-0.710352	1009002,-5		0
753	1009323	1001.22	-1.0	667.306	1225.74	0.343667	2.43911	-1009002,21		0
754	1009313	1001.22	0.0	540.979	1726.34	-1.60928	-2.16288	-1009002,1		0
756	1009313	1001.22	0.0	607.4	1354.96	-0.965129	1.17681	1009002,21,21		0
757	1009113	1001.05	0.0	832.614	1415.18	-0.624489	1.38729	1009002,21		0
759	1009213	1001.05	1.0	668.621	1223.87	-0.324316	-1.93283	-1009002,21,21		0
760	1009223	1001.05	0.0	675.897	1278.73	-0.58679	-2.30752	-1009002,21,21,21		0
763	1009323	1001.22	1.0	662.54	1857.83	1.50452	0.778978	1009002,-2		0
768	1009113	1001.05	0.0	390.116	1094.21	-0.509317	-0.839693	-1009002,21		0
770	1092114	1001.38	0.0	199.743	1377.9	-2.23755	2.05195	-1009002,21,21		0
772	1009223	1001.05	0.0	451.341	1178.63	0.844638	1.66894	-1009002,21		0
773	1009213	1001.05	1.0	979.903	1684.94	-0.849584	-2.517	1009002,21,21		0
775	1093214	1001.55	0.0	531.885	1239.63	0.839259	2.88246	-1009002,21		0
777	1009213	1001.05	1.0	531.946	1587.13	1.4824	-0.280938	1009002,21,21		0
778	1009113	1001.05	0.0	583.867	1705.65	-1.50601	1.21068	1009002,21,21		0
780	1009313	1001.22	0.0	580.227	1591.34	-1.38988	-2.11149	-1009002,21,21		0
781	1009213	1001.05	-1.0	563.375	2052.17	1.82429	1.20518	1009002,21,21		0
782	1009223	1001.05	0.0	576.987	1164.05	0.242672	-1.96693	-1009002,21		0
784	1009113	1001.05	0.0	375.229	1470.04	-1.71525	0.732757	-1009002,21		0
785	1092214	1001.38	1.0	422.075	1655.8	-1.80569	-2.36067	1009002,21,21		0
786	1009213	1001.05	1.0	200.124	1024.41	0.414257	2.59341	-1009002,21,21		0
787	1092214	1001.38	1.0	185.019	1018.37	-0.0526542	-0.555544	1009002,21		0
788	1092214	1001.38	1.0	348.461	1097.98	0.747185	0.414575	1009002,21,21,21		0
790	1009213	1001.05	-1.0	360.439	1647.14	1.96256	-2.85354	1009002,21		0
791	1000993	1001.1	0.0	864.032	1327.86	-0.138683	-0.774053	1009002,21		0
792	1009313	1001.22	0.0	944.416	1394.62	0.235949	2.40208	-1009002,21		0
793	1093114	1001.55	1.0	270.127	1039.52	-0.246443	-0.0107968	1009002,21		0
794	1009213	1001.05	1.0	270.01	1040.25	-0.307639	-3.09676	-1009002,21,21		0
798	1092224	1001.38	-2.0	744.995	1551.38	1.03933	-1.65323	-1009002,21,21		0
799	1009113	1001.05	0.0	835.74	1774.05	-1.16055	-1.20531	1009002,21,21		0
800	1000993	1001.1	0.0	234.101	1047.38	-0.774483	2.50143	-1009002,21		0
803	1009113	1001.05	0.0	425.01	1088.32	-0.0968211	-0.498361	1009002,21,21		0
804	1009213	1001.05	1.0	535.347	1136.18	-0.0876747	0.371166	-1009002,21		0
809	1009223	1001.05	0.0	725.993	1242.09	0.160088	-2.17518	1009002,-5		0
813	1091114	1001.38	1.0	1147.07	2051.38	-1.01494	-0.599342	1009002,21,21		0
815	1009113	1001.05	0.0	1178.42	2000.47	-0.934865	2.58299	-1009002,21		0
816	1009223	1001.05	0.0	736.746	1374.68	0.730383	1.50132	-1009002,21,21		0
818	1093214	1001.55	0.0	940.674	1603.94	-0.793646	-1.70036	1009002,21,21		0
820	1009223	1001.05	0.0	395.568	1175.94	-1.01417	1.46492	1009002,21,21		0
822	1009223	1001.05	0.0	413.01	2075.14	-2.16185	-1.82663	-1009002,21,21,21		0
824	1000993	1001.1	0.0	85.0272	1506.61	-3.27509	-1.18557	-1009002,21		0
825	1009213	1001.05	1.0	284.999	1649	-2.20669	2.07923	1009002,21,21		0
826	1009113	1001.05	0.0	270.991	1080.85	0.966039	0.157111	-1009002,21		0
827	1009313	1001.22	0.0	306.834	1204.87	1.41745	-2.96117	-1009002,21,21		0
828	1009213	1001.05	1.0	323.806	1243.75	1.4651	-0.444285	1009002,21		0
831	1009213	1001.05	-1.0	243.569	1042.56	-0.615863	2.61504	-1009002,21		0
833	1009213	1001.05	1.0	563.966	1180.2	0.461581	2.77207	-1009002,21,21		0
835	1009113	1001.05	0.0	833.812	1332.33	0.328486	-0.750573	1009002,21,21		0
836	1009213	1001.05	-1.0	888.83	1459.64	-0.615009	-0.619179	1009002,21,21,21		0
837	1009113	1001.05	0.0	891.5	1446.87	0.578103	2.52266	-1009002,21		0
839	1009213	1001.05	-1.0	394.935	1399.58	1.55656	-2.59678	-1009002,21,21		0
840	1009223	1001.05	0.0	260.121	1056.74	-0.758111	1.18008	1009002,21,21		0
842	1009313	1001.22	0.0	241.337	1426.61	-2.11642	1.95786	1009002,21,21,21		0
844	1009213	1001.05	1.0	249.724	1058.77	0.847106	-1.24063	-1009002,21,21		0
845	1009213	1001.05	-1.0	1305.8	1690.02	-0.291421	0.863059	1009002,21		0
847	1093224	1001.55	1.0	1120.71	1879.89	-0.88666	-2.26645	1009002,21,21		0
851	1009223	1001.05	0.0	672.316	1400.28	0.922305	3.00463	1009002,21		0
852	1000993	1001.1	0.0	663.727	1523.33	1.1447	0.073243	-1009002,21,21		0
853	1009213	1001.05	1.0	803.094	2011.39	1.41119	2.40609	-1009002,21,21		0
854	1009113	1001.05	0.0	620.586	1231.26	0.550088	-0.484081	1009002,21		0
855	1009213	1001.05	-1.0	1110.59	2473.3	1.33776	1.63785	1009002,21		0
856	1000993	1001.1	0.0	1124.38	1597.97	-0.46012	-1.31611	-1009002,21		0
857	1092214	1001.38	1.0	751.093	1267.4	0.261325	-1.41282	1009002,21		0
859	1009313	1001.22	0.0	652.006	1644.88	1.31788	1.52137	1009002,21,21		0
863	1009213	1001.05	-1.0	426.759	1092.26	-0.218146	1.52181	1009002,21		0
866	1009213	1001.05	1.0	588.738	1246	-0.706533	-1.86197	-1009002,21,21		0
867	1009223	1001.05	0.0	372.121	1501.51	1.76536	-0.52129	-1009002,21		0
868	1009213	1001.05	-1.0	376.15	1071.09	0.159651	2.33728	1009002,21		0
869	1009213	1001.05	-1.0	583.366	1739.97	-1.54004	-1.13644	-1009002,21		0
872	1009323	1001.22	-1.0	646.764	1238.59	-0.499526	1.94452	-1009002,21,21		0
874	1000993	1001.1	0.0	890.985	1354.49	0.218713	-1.10946	-1009002,21		0
880	1009323	1001.22	1.0	860.732	1325.41	-0.134109	2.11648	-1009002,21		0
881	1009113	1001.05	0.0	451.064	1183.31	0.865854	-0.628412	-1009002,21,21		0
884	1009323	1001.22	1.0	424.229	1190.93	-0.980195	2.62929	1009002,21,21		0
885	1009223	1001.05	0.0	736.009	1247.2	0.146391	-0.708539	-1009002,21		0
886	1009213	1001.05	1.0	536.093	1333.19	1.08025	2.6793	1009002,21		0
888	1009213	1001.05	-1.0	2125.83	2728.36	-0.613123	2.10061	1009002,21,21,21		0
889	1009313	1001.22	0.0	2134.5	2361.41	-0.0623042	-1.05163	1009002,21		0
890	1009213	1001.05	-1.0	410.516	1230.46	-1.15385	-1.20021	-1009002,21		0
895	1009213	1001.05	1.0	894.344	1659.96	-0.944843	1.55966	1009002,21		0
896	1000993	1001.1	0.0	444.496	1201.72	0.958468	-2.46368	-1009002,21,21,21		0
897	1000993	1001.1	0.0	468.286	1414.87	1.39165	0.653219	1009002,21		0
901	1009113	1001.05	0.0	403.099	1262.59	-1.26263	2.92998	-1009002,21,21		0
904	1009113	1001.05	0.0	388.681	1507.47	-1.72665	-0.215547	1009002,-3		0
906	1000993	1001.1	0.0	597.999	1178.04	0.276173	-0.730125	-1009002,21,21		0
908	1009113	1001.05	0.0	595.364	1167.2	0.127453	2.39777	-1009002,21,21		0
912	1009213	1001.05	-1.0	278.84	1067.33	0.789112	-2.71494	-1009002,21,21		0
914	1000993	1001.1	0.0	362.72	1497.68	1.78753	0.27655	1009002,21		0
916	1009223	1001.05	0.0	176.328	1018.15	-0.326388	1.07481	-1009002,21,21		0
918	1009213	1001.05	1.0	150.698	1267.46	2.3243	-2.0014	1009002,21		0
919	1009223	1001.05	0.0	204.849	1205.37	1.85616	-0.718871	-1009002,1		0
920	1009213	1001.05	1.0	216.04	1906.92	2.70527	2.40685	1009002,21		0
922	1009223	1001.05	0.0	523.413	1169.36	0.549362	-0.414715	-1009002,21,4		0
925	1009213	1001.05	1.0	523.443	1145.69	-0.357381	2.76277	1009002,21		0
926	1009213	1001.05	-1.0	564.364	1914.88	1.72392	-0.522422	-1009002,21,21		0
927	1009223	1001.05	0.0	387.374	1075.16	-0.158855	2.67209	-1009002,21,21,21		0
928	1009223	1001.05	0.0	844.807	1309.9	0.00696311	-1.18037	-1009002,21		0
929	1009213	1001.05	1.0	762.422	2860.14	-1.92905	1.96059	1009002,21		0
930	1009223	1001.05	0.0	684.605	2635.51	-1.94291	-0.744005	1009002,21		0
931	1092114	1001.38	0.0	692.428	1246.81	-0.379258	2.43228	-1009002,21		0
932	1009313	1001.22	0.0	789.888	1471.06	0.829737	-0.316785	1009002,21		0
933	1009113	1001.05	0.0	773.734	1463.57	-0.846203	2.60147	-1009002,21,21,21		0
936	1009223	1001.05	0.0	154.887	1233.3	2.21845	-0.215428	-1009002,21,21		0
937	1009213	1001.05	1.0	146.588	1268.39	2.35446	2.57659	1009002,21,-1		0
939	1009213	1001.05	-1.0	468.224	1786.72	1.81795	-2.57666	-1009002,21		0
941	1092224	1001.38	2.0	515.702	1209.43	-0.774397	0.196276	1009002,21,21		0
946	1009313	1001.22	0.0	159.528	1581.77	-2.72699	2.57229	-1009002,21		0
949	1000993	1001.1	0.0	153.324	1746.81	-2.92417	-0.577846	1009002,21		0
954	1009213	1001.05	1.0	232.349	1029.17	-0.237786	0.322402	-1009002,21		0
955	1092214	1001.38	1.0	399.109	1155.89	0.913041	-2.13591	-1009002,21,21		0
961	1000993	1001.1	0.0	177.495	1023.18	-0.608869	1.35381	-1009002,21,21		0
964	1009213	1001.05	1.0	121.439	1686.07	3.10456	-1.70657	1009002,21		0
966	1009223	1001.05	0.0	471.295	1108.7	-0.149438	-2.24715	1009002,21,21		0
967	1000993	1001.1	0.0	494.824	1247.6	-0.966538	0.727821	1009002,21		0
968	1009113	1001.05	0.0	516.254	1138.19	0.312297	-0.165416	-1009002,21		0
969	1009213	1001.05	-1.0	457.794	1744.56	1.80459	-2.9144	-1009002,21,21		0
971	1009213	1001.05	-1.0	463.462	1269.38	1.11161	-2.17603	-1009002,21,21		0
972	1009223	1001.05	0.0	542.741	1281.4	-0.938671	1.04463	1009002,21,21		0
973	1009223	1001.05	0.0	319.889	1054.27	0.259836	2.20733	1009002,21,21		0
974	1000993	1001.1	0.0	264.461	1035.44	-0.00614309	-0.934688	-1009002,2		0
975	1009213	1001.05	1.0	506.781	1297.49	1.06972	1.62281	1009002,21		0
979	1009213	1001.05	-1.0	708.325	1651.56	1.22857	-1.72014	1009002,21		0
980	1009323	1001.22	-1.0	604.685	1171.63	0.112105	-2.84882	-1009002,21		0
981	1009213	1001.05	1.0	861.317	1394.97	0.5006	0.61758	-1009002,21		0
982	1009213	1001.05	1.0	1000.37	1423.97	0.15688	-0.682454	1009002,21,21		0
983	1000993	1001.1	0.0	847.661	1353.29	0.383	-2.94803	-1009002,21,21,21		0
984	1009113	1001.05	0.0	549.695	1144.57	0.137864	3.07225	1009002,21		0
985	1093214	1001.55	0.0	478.932	2245.08	2.11262	-0.0630517	-1009002,21		0
987	1009113	1001.05	0.0	635.694	1824.43	-1.52179	-2.54158	1009002,21,21		0
991	1009223	1001.05	0.0	639.329	1200.22	0.266322	0.578311	1009002,21		0
992	1009313	1001.22	0.0	350.089	1118.73	0.892749	-0.153065	1009002,21		0
999	1009333	1001.4	0.0	341.374	1337.2	-1.60773	-2.91061	1009002,21		0
1003	1009213	1001.05	1.0	712.464	2191.13	-1.66432	1.31194	-1009002,21		0
1010	1009223	1001.05	0.0	702.562	2412.45	-1.80567	-1.83666	1009002,21,-2		0
1014	1000993	1001.1	0.0	491.275	1601.88	-1.58643	2.45541	-1009002,21		0
1015	1092214	1001.38	1.0	480.597	1415.78	1.36332	-0.715555	1009002,21,21		0
1022	1009313	1001.22	0.0	220.444	1292.3	-1.9845	-2.95304	-1009002,21,21		0
1023	1093314	1001.72	-1.0	261.647	1088.29	1.06722	0.0787902	1009002,21		0
1026	1092114	1001.38	0.0	73.0366	1478.78	3.39328	2.18347	1009002,21		0
1027	1009223	1001.05	0.0	31.0692	1002.44	-1.12409	0.738215	-1009002,21,2		0
1028	1009113	1001.05	0.0	267.867	1039.26	-0.290171	-2.99106	1009002,21,21		0
1030	1000993	1001.1	0.0	229.468	1027.22	0.0795423	0.0994271	1009002,21		0
1031	1092214	1001.38	1.0	1202.58	1699.47	0.526463	-2.77177	-1009002,21,21		0
1032	1009323	1001.22	1.0	1120.06	1530.58	-0.258482	0.476303	-1009002,21		0
1035	1009213	1001.05	-1.0	423.014	1123.93	0.63425	0.700903	-1009002,2		0
1036	1009323	1001.22	1.0	415.282	1237.28	1.15911	-2.40574	1009002,21		0
1037	1009213	1001.05	1.0	148.48	1054.74	-1.44441	-2.54491	-1009002,21,21		0
1043	1009113	1001.05	0.0	236.562	2063.8	2.7208	2.18139	1009002,21		0
1044	1009213	1001.82	1.0	481.267	1409.51	1.35102	-2.49697	-1009002,2		0
1047	1009113	1001.05	0.0	329.733	1195.21	-1.30559	0.164296	1009002,21		0
1048	1091114	1001.38	1.0	370.847	1226.11	-1.26206	-2.7685	-1009002,21		0
1049	1009113	1001.05	0.0	366.788	1408.3	1.65045	0.913883	1009002,21,21		0
1050	1009113	1001.05	0.0	670.07	1351.22	-0.818899	1.13139	-1009002,21		0
1051	1009113	1001.05	0.0	286.791	1042.67	0.184033	-2.88644	1009002,21		0
1052	1009223	1001.05	0.0	662.964	1498.97	-1.11071	0.736198	1009002,-2		0
1054	1009213	1001.05	1.0	727.119	1855.98	-1.39921	-2.47874	-1009002,21,21		0
1058	1000993	1001.1	0.0	389.942	1649.26	1.88254	0.609165	1009002,21		0
1059	1092214	1001.38	1.0	535.367	1187.1	-0.608403	-2.63136	-1009002,21		0
1060	1009223	1001.05	0.0	679.519	1276.7	-0.568637	-1.11705	-1009002,21,21		0
1062	1009223	1001.05	0.0	701.34	1342.76	0.726906	2.01484	-1009002,21,21		0
1063	1009213	1001.05	-1.0	643.872	1203.36	0.271877	1.5964	1009002,21,21		0
1064	1009313	1001.22	0.0	754.915	1476.1	0.903558	-1.64762	1009002,21		0
1066	1009323	1001.22	1.0	554.314	1712.64	-1.56972	-0.285283	-1009002,21		0
1067	1009213	1001.05	1.0	531.974	1553.56	-1.44224	2.85359	-1009002,21		0
1071	1009323	1001.22	1.0	384.001	1578.34	-1.82347	0.554756	-1009002,21		0
1072	1009213	1001.05	-1.0	273.424	1139.24	-1.31057	-2.24451	-1009002,21,21		0
1073	1009213	1001.05	-1.0	398.784	1284.31	1.32706	2.4059	-1009002,21		0
1074	1009323	1001.22	1.0	374.694	2438.33	2.4666	-0.841146	1009002,21		0
1076	1093214	1001.55	0.0	141.683	1052.31	1.46478	0.556933	-1009002,1		0
1077	1009313	1001.22	0.0	365.27	1071	-0.285329	-2.64203	1009002,-4		0
1078	1009323	1001.22	1.0	462.548	1158.71	-0.707508	-0.761444	-1009002,1		0
1079	1000993	1001.1	0.0	440.096	1257.38	-1.14383	2.34282	1009002,21		0
1080	1009223	1001.05	0.0	17.2245	1180.92	4.28674	0.270775	-1009002,4		0
1082	1009223	1001.05	0.0	72.032	1220.21	2.96117	-3.10324	1009002,-1		0
1083	1009213	1001.05	-1.0	812.359	1706.54	-1.1242	-2.73164	1009002,21		0
1091	1009213	1001.05	-1.0	795.537	1350.53	-0.522318	0.403501	1009002,21,21,21		0
1094	1009213	1001.05	-1.0	383.373	1536.38	1.77682	-2.98675	-1009002,21		0
1095	1009323	1001.22	-1.0	275.131	1605.2	-2.1983	0.217564	-1009002,21,21		0
1097	1009213	1001.05	-1.0	290.483	1600.32	-2.13754	0.703366	1009002,21		0
1098	1009113	1001.05	0.0	277.852	1075.98	-0.887004	-2.24021	-1009002,21,21,21		0
1101	1000993	1001.1	0.0	617.359	1281.48	-0.7514	1.12267	-1009002,21		0
1102	1009213	1001.05	-1.0	617.592	1177.87	0.100325	-2.01941	-1009002,21,21		0
1104	1009313	1001.22	0.0	191.641	1508.05	2.45819	-1.13552	-1009002,21		0
1107	1093224	1001.55	1.0	671.896	1453.92	1.02141	2.78159	1009002,2203		0
1109	1009213	1001.05	1.0	380.138	1416.12	1.62389	3.05111	1009002,21,21		0
1110	1009213	1001.05	-1.0	530.906	1138.39	0.204571	-0.681123	-1009002,21		0
1111	1009113	1001.05	0.0	660.958	1241.34	-0.466046	0.0670787	1009002,21		0
1113	1093224	1001.55	1.0	637.696	1292.05	-0.731912	-3.12208	-1009002,21		0
1115	1009313	1001.22	0.0	227.304	1142.08	-1.52994	0.437291	1009002,21,21		0
1117	1009213	1001.05	1.0	228.018	1130.39	-1.47634	-2.69402	-1009002,21		0
1118	1093214	1001.55	0.0	376.77	1372.34	-1.56248	-0.215518	-1009002,21		0
1120	1009323	1001.22	1.0	164.254	1363.1	-2.41353	2.56408	1009002,21,21		0
1121	1009213	1001.05	-1.0	928.592	1442.46	-0.481966	-2.60854	-1009002,21,21		0
1125	1009113	1001.05	0.0	794.428	1668.03	1.10818	0.229625	1009002,21,21,21		0
1127	1092214	1001.38	1.0	233.531	2131.43	2.77581	-1.42137	-1009002,21,21		0
1130	1009213	1001.05	-1.0	354.871	1385.79	1.65035	1.4717	1009002,21		0
1135	1009213	1001.05	-1.0	853.317	1382.56	-0.480224	-1.45402	-1009002,21,3		0
1136	1009213	1001.05	1.0	493.499	1175.36	-0.690597	1.94424	1009002,21		0
1137	1009113	1001.05	0.0	515.796	1138.08	-0.313867	0.998194	-1009002,21,21		0
1138	1009223	1001.05	0.0	294.432	1282.9	-1.66012	-1.70325	-1009002,21		0
1139	1009223	1001.05	0.0	308.655	1078.96	0.761511	0.250511	-1009002,5		0
1140	1009223	1001.05	0.0	386.974	1172.8	1.02997	3.1159	1009002,21		0
1146	1009113	1001.05	0.0	341.307	1109.56	-0.869176	1.4824	1009002,21,21		0
1150	1092224	1001.38	2.0	293.857	1121.18	1.13482	-2.11056	1009002,21,21,21		0
1155	1009213	1001.05	-1.0	383.426	1106.84	-0.668106	2.92925	-1009002,21		0
1156	1009223	1001.05	0.0	386.47	2090.2	-2.23955	-0.22404	1009002,21,21,21		0
1157	1000993	1001.1	0.0	530.018	1334.9	1.09816	2.63959	1009002,21,21		0
1158	1009323	1001.22	-1.0	514.365	1341.43	1.14874	-0.487873	-1009002,21,21		0
1159	1009113	1001.05	0.0	380.123	1218.34	-1.21069	-1.38489	1009002,21		0
1163	1009113	1001.05	0.0	337.25	1135.92	1.04043	1.70788	1009002,21		0
1168	1000993	1001.1	0.0	779.303	1536.26	-0.9582	-3.05185	-1009002,21		0
1170	1009223	1001.05	0.0	563.179	1716.73	1.55644	0.283244	1009002,21		0
1172	1092114	1001.38	0.0	155.962	1659.88	2.82831	0.715864	-1009002,21,21		0
1173	1092214	1001.38	1.0	187.998	1050.29	1.11232	-2.69944	1009002,-1		0
1176	1009213	1001.05	1.0	627.602	1287.34	0.743901	-2.73952	1009002,21		0
1177	1009223	1001.05	0.0	697.8	1232.96	0.25041	1.46089	1009002,21,21		0
1178	1009113	1001.05	0.0	466.641	1832.27	1.85968	0.676923	-1009002,21,21		0
1179	1009213	1001.05	1.0	627.054	1284.21	-0.735456	-2.42747	1009002,21,21,21		0
1180	1009213	1001.05	-1.0	291.765	1112.66	-1.09716	-0.179616	1009002,21		0
1181	1009213	1001.05	-1.0	296.834	1266.47	-1.61506	2.92066	-1009002,21		0
1183	1009223	1001.05	0.0	749.626	1272.55	-0.308896	0.910915	-1009002,21		0
1184	1009223	1001.05	0.0	932.124	1367.84	0.00711003	-2.26235	1009002,21		0
1187	1009213	1001.05	-1.0	650.768	1195.55	0.0938493	-1.12395	-1009002,21		0
1188	1009213	1001.05	1.0	662.182	1338.97	0.806107	1.94493	-1009002,21,21		0
1190	1009213	1001.05	-1.0	277.294	1125.81	-1.2306	-1.22561	-1009002,21,21		0
1191	1009223	1001.05	0.0	328.714	1118.28	-0.976938	1.94407	1009002,21		0
1192	1009313	1001.22	0.0	357.374	1414.14	1.68711	2.24698	1009002,21,21		0
