event	pdgid	mass	charge	pt	energy	eta	phi	mothers	daughters	longLived
497	1000993	1801.1	0.0	1203.18	2697.94	-1.10073	-1.10635	1009002,-1		0
498	1009113	1801.05	0.0	1248.29	2472.11	-0.821206	2.16161	-1009002,21		0
501	1009113	1801.05	0.0	880.778	2099.95	0.660216	-1.81087	-1009002,21		0
502	1092114	1801.38	0.0	861.425	2268.27	1.04712	1.20519	1009002,-1		0
504	1009323	1801.22	-1.0	579.989	1961.02	0.799338	-1.09324	-1009002,21		0
505	1009223	1801.05	0.0	705.764	2105.94	1.00286	2.31025	1009002,21,21		0
506	1009223	1801.05	0.0	115.506	2267.13	3.16972	0.22133	-1009002,21,21		0
509	1009213	1801.05	1.0	108.463	2496.4	3.46084	-2.79962	1009002,-3		0
510	1009213	1801.05	1.0	986.639	2314.61	-0.938363	1.5726	-1009002,21,21		0
511	1009113	1801.05	0.0	988.146	2493.05	-1.15497	-1.55835	1009002,21,21		0
512	1009213	1801.05	-1.0	827.561	3627.22	-2.0116	0.939229	-1009002,21		0
513	1009213	1801.05	1.0	825.261	2415.99	-1.28838	-2.20631	1009002,21,21		0
516	1009113	1801.05	0.0	713.37	2263.59	-1.27076	-0.00612805	1009002,21		0
518	1009113	1801.05	0.0	689.294	1951.08	-0.417664	-3.13003	-1009002,21,21		0
520	1009313	1801.22	0.0	585.659	1935.4	0.6358	-1.60083	-1009002,21,1		0
521	1009313	1801.22	0.0	639.622	1924.48	0.343129	1.50161	1009002,21		0
522	1009113	1801.05	0.0	1099.41	2621.65	1.14676	-2.85678	-1009002,21,21,21		0
524	1009213	1801.05	-1.0	968.66	2961.89	1.53458	0.340151	1009002,21		0
525	1009213	1801.05	-1.0	854.537	2540.14	1.37077	1.69721	1009002,21		0
526	1009113	1801.05	0.0	942.318	3657.83	1.88794	-1.48235	-1009002,21,21		0
527	1009323	1801.22	-1.0	1028.96	2146.66	0.513808	2.06889	-1009002,21,21		0
528	1009223	1801.05	0.0	1019.08	2873.3	1.42381	-1.08763	1009002,-2		0
529	1009213	1801.05	-1.0	355.661	2048.92	-1.66861	0.0626214	1009002,21,21		0
530	1009213	1801.05	1.0	330.293	1925.81	-1.35341	-2.38059	-1009002,21,21		0
532	1009223	1801.05	0.0	329.793	2423.83	2.27565	-2.87935	-1009002,3		0
533	1009223	1801.05	0.0	89.3727	1814.32	-1.5449	2.10052	1009002,21		0
536	1009113	1801.05	0.0	209.63	1900.2	1.72294	-1.53286	-1009002,2		0
537	1092214	1801.38	1.0	164.462	1920.67	-2.07671	1.52036	1009002,21,21		0
538	1009213	1801.05	1.0	108.787	1878.29	-2.27186	-2.26139	-1009002,21		0
541	1009313	1801.22	0.0	114.169	2758.6	-3.59934	0.723948	1009002,21		0
543	1009113	1801.05	0.0	1363.02	2596.13	0.837623	1.78735	-1009002,21		0
544	1009223	1801.05	0.0	1364.76	2328.18	-0.399898	-1.36716	1009002,21,21		0
545	1009323	1801.22	1.0	679.536	1935.43	0.289193	-0.960311	-1009002,21,3		0
546	1009323	1801.22	-1.0	584.42	2224.75	-1.44278	2.20061	1009002,21,21		0
549	1009223	1801.05	0.0	68.6195	2355.42	-3.78919	0.286631	1009002,21,21		0
551	1009113	1801.05	0.0	82.6056	1865.55	-2.45864	-2.80611	-1009002,21		0
553	1009213	1801.05	-1.0	928.831	2221.53	0.867215	-3.10965	1009002,-4		0
554	1009113	1801.05	0.0	751.439	2651.52	-1.60512	-0.538116	-1009002,21		0
556	1009323	1801.22	1.0	996.975	2251.29	0.819075	-0.800598	1009002,21		0
557	1009213	1801.05	-1.0	995.936	2787.49	1.39224	2.31664	-1009002,21,21		0
559	1009223	1801.05	0.0	516.615	1873.69	-0.00978042	-1.03396	1009002,21		0
560	1009323	1801.22	1.0	619.117	1913.16	-0.287099	1.65679	-1009002,21		0
561	1000993	1801.1	0.0	1084.93	2398.22	0.925329	-0.196287	-1009002,21		0
564	1009113	1801.05	0.0	1008.71	2665.57	1.28646	2.97417	1009002,-2		0
565	1009213	1801.05	1.0	1598.39	2414.85	-0.113169	2.16186	1009002,21,-1		0
567	1009223	1801.05	0.0	1665.55	2652.49	0.573745	-0.96699	1009002,21		0
568	1000993	1801.1	0.0	410.116	1888.7	-0.852886	-0.877666	1009002,21,21,21		0
570	1009323	1801.22	1.0	461.727	1897.41	-0.74647	2.24118	1009002,21		0
571	1009113	1801.05	0.0	2634.71	3341.65	-0.367622	2.55621	-1009002,21,21		0
574	1009113	1801.05	0.0	2531.19	3109.61	-0.0543827	-0.595519	1009002,21		0
575	1009213	1801.05	-1.0	1168.44	2348.13	0.743584	0.0268211	-1009002,21,21		0
578	1000993	1801.1	0.0	1135.88	2133.73	-0.119816	-3.13936	1009002,21		0
579	1009313	1801.22	0.0	728.425	2316.79	-1.31714	-3.09592	-1009002,21,21		0
582	1009323	1801.22	-1.0	738.715	2560.25	1.55051	0.201649	1009002,21,21		0
584	1009213	1801.05	1.0	1264.64	2472.17	0.801863	0.162477	-1009002,21,21		0
585	1000993	1801.1	0.0	1274.7	2290.44	0.464943	-2.92647	1009002,21		0
587	1009323	1801.22	1.0	856.239	2134.35	0.79979	-2.64545	1009002,21		0
588	1093224	1801.55	-1.0	1095.31	2485.65	-1.01721	0.464419	-1009002,21		0
589	1009223	1801.05	0.0	616.639	1996.45	-0.863893	2.05382	-1009002,21		0
591	1009213	1801.05	1.0	614.58	2349.58	-1.54701	-1.09171	1009002,-3		0
594	1009113	1801.05	0.0	598.25	1911.99	0.379324	3.03031	1009002,21		0
595	1009213	1801.05	1.0	996.53	2174.21	-0.654855	-0.431509	1009002,21		0
596	1009213	1801.05	1.0	114.141	2117.01	2.96755	2.14287	1009002,21,21		0
600	1009113	1801.05	0.0	366.731	1911.65	1.15697	0.139898	1009002,21		0
602	1009113	1801.05	0.0	640.101	2550.9	-1.69767	-1.00639	-1009002,21,21		0
604	1009113	1801.05	0.0	668.778	2611.71	-1.69992	2.21163	1009002,-2		0
606	1009213	1801.05	1.0	1120.97	2343.81	-0.800675	-1.61875	-1009002,21,21		0
608	1009113	1801.05	0.0	410.03	2283.76	-1.90211	0.950447	1009002,21,21,21		0
610	1009213	1801.05	-1.0	1044.91	2100.65	0.26276	-1.15465	-1009002,21,21		0
611	1009213	1801.05	1.0	1083.84	3586.74	1.71258	2.01765	1009002,21,21		0
612	1000993	1801.1	0.0	423.512	2036.55	-1.44784	1.96193	1009002,21,21		0
613	1000993	1801.1	0.0	476.039	1890.4	0.631516	-1.43664	1009002,-2		0
616	1009213	1801.05	1.0	455.047	2084.72	1.47853	-0.17557	1009002,21,21		0
618	1009223	1801.05	0.0	430.08	1874.56	0.635247	-2.80231	-1009002,21		0
619	1009333	1801.4	0.0	628.526	2705.75	1.83493	-1.08302	-1009002,21		0
623	1009333	1801.4	0.0	585.288	2153.39	1.32606	2.13279	1009002,21,-1		0
624	1009213	1801.05	-1.0	1290.04	2588.52	-0.90786	-1.87101	-1009002,21		0
626	1009223	1801.05	0.0	806.174	2591.83	1.48078	1.01221	1009002,21		0
627	1009213	1801.05	-1.0	540.4	2011.93	-1.09311	0.622161	-1009002,21,1		0
629	1009223	1801.05	0.0	528.095	1903.37	0.568206	-2.52765	1009002,21,21		0
630	1009223	1801.05	0.0	199.768	1826.99	-0.99367	-1.60698	1009002,21,21,21		0
631	1009213	1801.05	1.0	183.34	2369.67	2.81777	1.41043	-1009002,21,21		0
632	1009213	1801.05	-1.0	905.761	2225.23	-0.909415	2.42077	1009002,21		0
633	1009213	1801.05	1.0	926.045	2121.76	-0.639009	-0.679956	-1009002,21,21		0
636	1009323	1801.22	1.0	540.164	1880.64	0.0461977	-0.627036	-1009002,21,21		0
637	1009213	1801.05	-1.0	600.114	1920.8	0.469958	2.32083	1009002,21		0
640	1009223	1801.05	0.0	134.849	1854.7	1.85825	1.56804	1009002,21		0
642	1009223	1801.05	0.0	111.471	1815.9	-1.36139	-1.78591	1009002,21,21,21		0
643	1009223	1801.05	0.0	187.05	1821.34	0.915825	1.06342	-1009002,21		0
644	1092214	1801.38	1.0	328.873	3612.53	-2.94393	-1.61037	1009002,21		0
645	1009213	1801.05	1.0	238.555	1853.56	1.21683	-2.40737	-1009002,21,21		0
647	1093214	1801.55	0.0	221.168	2091.1	-2.25079	-0.00054888	1009002,21,21		0
648	1009213	1801.05	1.0	750.728	2181.55	-1.07817	-0.597681	-1009002,21,21		0
649	1000993	1801.1	0.0	728.748	1984.99	-0.532185	2.50261	-1009002,21,21		0
651	1009113	1801.05	0.0	2308.33	2937.97	0.105489	-2.19478	1009002,21		0
652	1092114	1801.38	0.0	2154.47	3390.19	-0.795041	1.20836	1009002,21,21		0
653	1009213	1801.05	1.0	738.052	1957.97	-0.284055	1.50132	-1009002,21		0
655	1092114	1801.38	0.0	635.205	1917.42	0.260723	-2.27355	1009002,21,21		0
656	1092214	1801.38	1.0	764.554	2209.14	-1.10306	2.75551	1009002,21,21		0
659	1009113	1801.05	0.0	562.201	1910.49	0.511414	-0.27388	-1009002,21,21		0
660	1009223	1801.05	0.0	666.19	1946.15	0.458219	0.887278	-1009002,21		0
662	1009213	1801.05	-1.0	602.462	2203.32	-1.37646	-2.29309	-1009002,21		0
663	1009313	1801.22	0.0	1726.72	3331.94	-1.06546	0.136725	-1009002,21,21		0
664	1009323	1801.22	-1.0	1727.34	2580.65	-0.371726	-3.00696	1009002,21,21		0
665	1009213	1801.05	1.0	575.63	1984.82	-0.915362	-3.08556	-1009002,21		0
667	1000993	1801.1	0.0	502.984	1905.67	-0.676617	0.141794	1009002,21		0
668	1009223	1801.05	0.0	944.89	2225.29	-0.849645	-0.343067	-1009002,21		0
669	1092114	1801.38	0.0	997.034	2083.76	-0.316611	2.9062	-1009002,21,21		0
671	1009213	1801.05	-1.0	52.2429	2294.68	3.99665	1.83355	1009002,21		0
673	1009213	1801.05	1.0	180.798	2254.82	2.70405	-0.947554	-1009002,21,21,21		0
674	1000993	1801.1	0.0	514.257	2125.71	-1.42309	-1.18333	-1009002,21,21,21		0
676	1009213	1801.05	-1.0	492.697	2209.62	-1.60865	2.08243	1009002,21		0
678	1009213	1801.05	-1.0	238.121	1885.28	-1.49421	1.30766	-1009002,21,21		0
679	1009213	1801.05	1.0	257.866	2309.7	-2.40922	-1.80298	1009002,-1		0
680	1009323	1801.22	-1.0	826.688	2007.56	-0.378145	0.212834	-1009002,21,21		0
681	1009223	1801.05	0.0	832.194	2230.76	-1.03214	-2.94822	1009002,21,21		0
682	1009223	1801.05	0.0	799.613	3959.93	2.16402	2.66047	-1009002,2		0
683	1009323	1801.22	1.0	969.883	2117.18	0.53619	-0.578441	1009002,21,21		0
684	1092214	1801.38	-1.0	1112.24	2117.51	-0.0383721	2.51393	-1009002,21		0
686	1009213	1801.05	1.0	1106.43	2664.22	1.17561	-0.630092	1009002,21		0
687	1000993	1801.1	0.0	535.35	1897.66	-0.477825	-1.72307	-1009002,21		0
690	1009223	1801.05	0.0	536.313	1903.14	-0.535159	1.43271	1009002,21		0
691	1009313	1801.22	0.0	178.533	1816.65	0.783538	2.61664	1009002,21,21		0
693	1009213	1801.05	1.0	151.283	2058.38	2.57251	0.186225	-1009002,21,21,21		0
694	1092214	1801.38	1.0	613.959	2030.47	-0.985368	-2.64898	1009002,21		0
695	1000993	1801.1	0.0	562.802	1934.24	0.697212	0.698816	-1009002,21,21		0
696	1009213	1801.05	1.0	1006.7	2718.08	1.32967	-0.538207	1009002,21		0
697	1000993	1801.1	0.0	1055.78	2126.78	0.375357	2.56844	-1009002,21,21		0
703	1009213	1801.05	-1.0	1254.76	2221.61	-0.269725	-3.03839	-1009002,21		0
704	1009323	1801.22	1.0	1249.26	2977.31	-1.25574	0.130653	1009002,21,21,21		0
705	1009213	1801.05	1.0	39.2778	2065.87	-3.94175	-0.919163	-1009002,21,21		0
707	1009113	1801.05	0.0	83.9667	2237.28	-3.45261	-0.281613	1009002,21,21		0
709	1009223	1801.05	0.0	828.033	2021.36	0.461175	2.92392	-1009002,21,21		0
710	1009223	1801.05	0.0	831.897	2020.93	0.447851	-0.220242	1009002,21,21		0
711	1009313	1801.22	0.0	535.977	1902.3	0.525924	3.09408	-1009002,21,21		0
713	1009113	1801.05	0.0	541.701	2196.12	-1.48457	-0.0359541	1009002,-2		0
718	1009213	1801.05	-1.0	1169.82	2420.41	0.848644	0.586999	1009002,21		0
719	1009113	1801.05	0.0	1156.2	2142.59	-0.0868942	-2.62035	-1009002,21		0
722	1009213	1801.05	-1.0	775.784	2126.79	-0.923921	2.42426	-1009002,21,21		0
725	1009213	1801.05	1.0	782.156	2190.81	-1.04276	-0.693079	1009002,21		0
727	1000993	1801.1	0.0	1331.82	2242.03	0.0712024	2.94541	-1009002,21		0
732	1092214	1801.38	-1.0	368.073	1895.55	1.04941	0.704598	1009002,21		0
733	1009113	1801.05	0.0	679.854	1997.25	0.718955	-1.37211	-1009002,21,21		0
734	1092114	1801.38	0.0	679.793	1994.97	0.707798	1.7352	1009002,2203		0
737	1009323	1801.22	1.0	118.863	2471.34	-3.34765	-0.493894	1009002,21		0
739	1009223	1801.05	0.0	66.5866	2007.54	3.28087	2.22637	-1009002,21,21		0
742	1092114	1801.38	0.0	603.002	2420.08	1.64223	0.837229	1009002,21		0
744	1092114	1801.38	0.0	690.522	2062.42	0.920491	-2.37503	-1009002,21,21		0
746	1009213	1801.05	-1.0	65.0311	1838.76	2.42533	1.34524	1009002,21		0
747	1009113	1801.05	0.0	127.922	2101.3	-2.8252	-1.18329	-1009002,21		0
749	1009213	1801.05	-1.0	533.838	1973.8	-0.973684	-0.71458	-1009002,21,21		0
752	1009113	1801.05	0.0	474.854	1876.16	-0.458024	2.52197	1009002,21		0
756	1009213	1801.05	1.0	336.189	1842.48	-0.550964	2.8924	-1009002,21,21		0
758	1092114	1801.38	0.0	308.093	1840.27	0.653947	-0.587564	1009002,21,21,21		0
759	1093214	1801.55	0.0	430.351	1888.45	0.775232	-2.4976	1009002,21		0
765	1009213	1801.05	1.0	309.822	2896.61	-2.67938	0.790649	-1009002,21		0
767	1009213	1801.05	1.0	792.257	1996.92	0.41802	-2.6351	-1009002,21		0
769	1009113	1801.05	0.0	732.355	2364.89	1.36891	0.551359	1009002,-3		0
771	1009113	1801.05	0.0	198.858	3004.52	-3.18409	2.60733	-1009002,21		0
772	1009213	1801.28	-1.0	206.701	2593.3	-2.89014	-0.108063	1009002,-2		0
774	1009223	1801.05	0.0	370.892	1892.03	1.01668	-0.0279117	-1009002,21		0
775	1009223	1801.05	0.0	402.809	2450.31	2.09507	3.08836	1009002,21		0
776	1009113	1801.05	0.0	626.437	2156.95	-1.25387	2.21753	-1009002,21,21,21		0
777	1009113	1801.05	0.0	624.647	1919.14	-0.347831	-0.831754	1009002,21,-2		0
778	1009213	1801.05	-1.0	230.494	2016.49	2.0464	2.0209	-1009002,21		0
779	1009223	1801.05	0.0	209.628	2865.74	3.05493	-1.05386	1009002,21		0
781	1009323	1801.22	1.0	848.484	2094.18	0.705057	1.18196	-1009002,21		0
783	1009313	1801.22	0.0	846.564	2558.98	1.39802	-1.96364	1009002,21		0
784	1093114	1801.55	-1.0	190.362	2090.82	-2.40313	-2.21474	1009002,21		0
785	1000993	1801.1	0.0	162.884	2183.4	2.71391	1.91578	1009002,21		0
787	1000993	1801.1	0.0	1843.97	2613.75	0.232715	-2.0481	1009002,-2		0
792	1009313	1801.22	0.0	1853.61	2615.98	-0.216159	1.09259	1009002,-2		0
793	1009223	1801.05	0.0	769.869	3221.26	1.91558	-1.95646	-1009002,21,21		0
794	1009223	1801.05	0.0	470.412	2009.98	1.25527	1.17316	1009002,21		0
795	1091114	1801.38	-1.0	2203.5	3509.93	0.832599	1.95116	1009002,21,21		0
796	1009213	1801.05	1.0	1899.53	3598.31	-1.07832	-0.828857	-1009002,21		0
797	1009213	1801.05	1.0	137.02	2067.03	2.6904	0.981083	-1009002,21,21		0
800	1000993	1801.1	0.0	143.817	1824.13	1.32229	-2.14966	1009002,21,21		0
805	1009213	1801.05	1.0	943.858	2881.86	1.51451	2.05345	-1009002,21		0
806	1009113	1801.05	0.0	1019.29	2143.83	0.524716	-1.1176	1009002,21,21		0
807	1009213	1801.05	1.0	525.783	1885.41	0.346527	0.340192	-1009002,21		0
808	1009213	1801.05	-1.0	472.552	2381.82	1.86274	-2.7964	1009002,21,-1		0
809	1009113	1801.05	0.0	537.536	1913.93	0.629433	-0.260211	-1009002,21		0
810	1009113	1801.05	0.0	566.351	2222.09	-1.4741	3.02923	1009002,21,21,-2		0
813	1009223	1801.05	0.0	778.86	1968.88	-0.205828	1.60221	-1009002,21		0
815	1009223	1801.05	0.0	852.51	3562.73	1.95588	-1.53158	1009002,21,21		0
816	1009213	1801.05	-1.0	278.17	2020.54	1.86087	2.34945	1009002,-2		0
820	1009213	1801.05	1.0	281.1	2161.32	2.12603	-0.912467	-1009002,21,2		0
823	1009213	1801.05	-1.0	717.797	2094.7	-0.953493	-2.00974	-1009002,21		0
824	1000993	1801.1	0.0	509.841	1899.72	-0.599206	1.99791	1009002,21		0
827	1009213	1801.05	1.0	970.257	2914.62	-1.5044	1.05572	-1009002,21		0
828	1009223	1801.05	0.0	951.721	2192.94	0.773713	-2.17317	1009002,21,21		0
831	1009213	1801.05	-1.0	1048.3	2089.9	0.150171	0.499286	1009002,21		0
834	1009223	1801.05	0.0	951.688	2037.46	0.0439586	-2.15601	-1009002,21		0
835	1000993	1801.1	0.0	826.586	2127.58	0.83585	-1.89388	-1009002,21		0
836	1009113	1801.05	0.0	645.847	1919.52	0.236018	1.0369	-1009002,21,21		0
839	1009213	1801.05	1.0	1297.94	4170.37	-1.72597	-1.0348	-1009002,21,21		0
840	1009113	1801.05	0.0	1301.17	2458.61	-0.739643	2.08423	1009002,21,21,21,21		0
841	1092214	1801.38	1.0	283.206	2082.54	1.97985	-1.62251	1009002,21,21		0
844	1009323	1801.22	-1.0	385.888	2116.14	-1.7187	1.5363	-1009002,21,21,21		0
845	1009213	1801.05	1.0	390.763	1944.63	-1.24266	-0.0892763	-1009002,21,21		0
846	1009213	1801.05	-1.0	292.658	1958.71	1.62215	3.02325	1009002,21,21		0
847	1009213	1801.05	1.0	200.272	1855.57	-1.44037	1.51481	-1009002,21		0
848	1009113	1801.05	0.0	164.768	2350.2	-2.90538	-1.85354	1009002,21,21		0
850	1009113	1801.05	0.0	248.415	1818.72	0.189787	0.0158432	1009002,21,21,21		0
851	1009213	1801.05	1.0	155.872	2042.96	2.50893	-0.190638	-1009002,21		0
854	1092114	1801.38	0.0	990.072	2318.46	0.938967	-0.0609852	-1009002,21		0
855	1009223	1801.05	0.0	922.115	2091.42	0.546221	-3.14033	1009002,21,21		0
856	1009113	1801.05	0.0	432.508	1998.22	1.3176	-2.59326	-1009002,21,21		0
859	1000993	1801.1	0.0	469.346	1890.56	0.658045	0.356789	1009002,21		0
860	1092114	1801.38	0.0	73.4814	2390.28	3.75513	2.46462	1009002,21		0
861	1093224	1801.55	1.0	185.384	1818.44	0.796011	2.43519	-1009002,21		0
866	1009113	1801.05	0.0	350.838	2403.11	-2.19253	0.278926	-1009002,21		0
867	1009213	1801.05	1.0	383.301	2259.42	1.94234	3.09666	1009002,21,21		0
868	1009213	1801.05	1.0	545.771	2622.21	1.92246	0.854776	1009002,21		0
869	1009223	1801.05	0.0	481.45	1864.48	-0.0547546	-2.0273	-1009002,21,21		0
872	1009313	1801.22	0.0	588.694	1977.62	0.853486	-3.06779	-1009002,21,21		0
873	1009323	1801.22	-1.0	645	2069.78	1.03143	0.0967387	1009002,21,21,21		0
875	1009323	1801.22	1.0	752.602	2064.6	0.803693	0.0514335	1009002,21,21		0
877	1009213	1801.05	-1.0	657.815	2187.46	-1.24925	-2.92037	-1009002,2		0
879	1000993	1801.1	0.0	992.232	2540.96	1.19716	2.81798	1009002,21		0
880	1009113	1801.47	0.0	1012.91	2095.58	-0.335925	-0.300551	-1009002,1		0
881	1009113	1801.05	0.0	699.202	2841.41	1.81205	-2.44313	-1009002,21,21		0
885	1009313	1801.22	0.0	571.555	2038.44	1.10094	0.790259	1009002,21		0
890	1009223	1801.05	0.0	1356.65	2255.78	0.0479816	-1.09242	-1009002,21		0
892	1009213	1801.05	-1.0	1278.41	2222.68	-0.193868	1.95183	1009002,21		0
894	1009113	1801.05	0.0	1383.78	2277.93	0.12552	0.166575	-1009002,21,21		0
898	1093224	1801.55	1.0	1106.89	2251.8	-0.652412	-2.99936	1009002,21,21		0
899	1009213	1801.05	-1.0	574.899	2033.88	-1.08115	0.87821	-1009002,21		0
902	1009213	1801.05	-1.0	411.563	1972.43	-1.28994	-2.28854	1009002,21		0
904	1009213	1801.05	1.0	1404.74	2306.12	0.224462	-2.75148	1009002,21,21		0
905	1009213	1801.05	-1.0	1346.19	2352.11	-0.492572	0.399291	-1009002,21,21		0
906	1009213	1801.05	-1.0	901.223	2161.94	-0.788132	1.7684	-1009002,21,21		0
911	1009323	1801.4	1.0	902.804	2110.6	-0.649197	-1.3519	1009002,-3		0
912	1009213	1801.05	1.0	687.165	2194.23	-1.20874	-1.54639	-1009002,21		0
913	1009213	1801.05	-1.0	698.453	2528.77	-1.58471	1.53097	1009002,21		0
914	1009313	1801.22	0.0	970.993	2048.6	-0.100245	2.43118	-1009002,1		0
915	1009213	1801.05	-1.0	1076.9	2250.82	-0.697875	-0.538888	1009002,21		0
918	1009333	1801.4	0.0	817.82	1980.44	0.11104	2.39842	-1009002,21		0
919	1009113	1801.05	0.0	939.407	2036.03	0.146713	-0.764785	-1009002,21		0
922	1009213	1801.05	-1.0	670.149	1938.23	-0.368644	2.1819	1009002,21,21		0
928	1009113	1801.05	0.0	655.484	2585.41	1.70055	-1.38268	1009002,21,21		0
930	1009223	1801.05	0.0	930.106	2539.06	-1.27204	-2.08303	1009002,21		0
931	1009323	1801.22	-1.0	916.974	2102.87	0.59683	1.3333	-1009002,21,21		0
933	1009213	1801.05	-1.0	963.192	2105.45	0.508616	1.77022	1009002,21,21		0
934	1009223	1801.05	0.0	988.856	2425.02	1.08003	-1.36558	-1009002,21		0
935	1000993	1801.1	0.0	633.581	1920.23	0.317729	1.50458	-1009002,21		0
936	1009213	1801.05	1.0	510.912	1908.35	0.672535	-2.00081	1009002,21		0
939	1009113	1801.05	0.0	658.727	1917.76	-0.0158637	-1.96772	-1009002,2		0
940	1009113	1801.05	0.0	664.974	1970.32	-0.624664	1.16084	1009002,21,21,21		0
942	1092114	1801.38	0.0	1121.83	2704.77	-1.19192	2.08947	-1009002,21,21		0
943	1009313	1801.22	0.0	1063.38	2657.92	-1.21794	-1.09394	1009002,21,21		0
944	1009213	1801.05	1.0	303.961	1843.05	0.740646	0.554416	1009002,21		0
946	1009323	1801.22	-1.0	305.263	1842.99	-0.729457	-2.56705	-1009002,21		0
948	1009223	1801.05	0.0	243.617	2357.53	-2.51836	-2.44163	-1009002,1		0
949	1009223	1801.05	0.0	273.596	1932.44	-1.59258	0.753547	1009002,21		0
950	1009223	1801.05	0.0	588.09	2489.36	1.7348	2.5091	-1009002,21,21		0
951	1009213	1801.05	-1.0	577.696	1903.49	0.362281	-0.638945	1009002,21,21		0
952	1009213	1801.05	1.0	1242.55	3480.1	-1.52049	1.95702	-1009002,21		0
953	1009313	1801.22	0.0	1217.33	2187.37	0.197078	-1.21027	-1009002,21		0
955	1000993	1801.1	0.0	1368.55	2262.65	0.0380163	-1.74571	-1009002,21		0
956	1009313	1801.22	0.0	1385.85	2321.85	-0.336633	1.36774	1009002,21		0
957	1009323	1801.22	-1.0	942.286	2810.38	-1.46991	1.64157	1009002,21,-2		0
958	1009323	1801.22	1.0	949.452	2314.62	0.989674	-1.50671	-1009002,21,21		0
960	1009213	1801.05	-1.0	833.618	2280.08	1.10653	-0.6743	1009002,21		0
962	1009323	1801.22	-1.0	847.637	3892.46	2.08157	2.45927	1009002,21,21,21		0
964	1000993	1801.1	0.0	249.438	2323.75	2.45849	2.65909	-1009002,21,21		0
969	1091114	1801.38	-1.0	232.976	2109.25	-2.23132	-0.358794	1009002,21		0
970	1009213	1801.05	-1.0	212.166	1849.76	1.30979	0.919744	1009002,21		0
971	1009113	1801.05	0.0	216.654	1818.48	-0.557432	-2.51066	1009002,21,21		0
972	1009213	1801.05	-1.0	547.137	1882.34	-0.0125099	1.60032	-1009002,21,21		0
973	1009323	1801.22	1.0	596.758	2733.16	-1.90822	-1.68946	1009002,21,-1		0
974	1009213	1801.05	1.0	402.55	1898.63	-0.955771	-3.1273	1009002,21		0
975	1009113	1801.05	0.0	425.962	2395.01	1.98444	0.0580175	-1009002,21,21		0
976	1009223	1801.05	0.0	459.247	1883.65	-0.624258	-1.7042	1009002,21		0
980	1009213	1801.05	1.0	391.867	1975.22	1.35621	-1.20872	1009002,21		0
981	1009113	1801.05	0.0	829.458	2253.82	1.07338	1.56925	1009002,21		0
983	1009213	1801.05	1.0	815.439	2221.99	-1.04366	-1.55576	-1009002,21,21		0
985	1009213	1801.05	1.0	271.303	2793.07	2.75199	0.799891	-1009002,21		0
986	1009113	1801.05	0.0	325.488	1992.14	-1.61596	-2.10068	-1009002,21,21		0
987	1000993	1801.1	0.0	581.714	1901.94	-0.316477	-1.47368	-1009002,21,21		0
988	1092114	1801.38	0.0	581.445	2265.35	1.5047	1.67836	1009002,2101		0
990	1000993	1801.1	0.0	326.925	2103.2	-1.87025	2.52046	-1009002,21		0
991	1009213	1801.05	1.0	289.382	2021.97	-1.82292	-0.957175	1009002,21,-3		0
992	1009213	1801.05	-1.0	198.521	1829.24	1.05598	0.26633	1009002,21,21		0
993	1009213	1801.05	1.0	200.784	1814.71	-0.458325	-2.89105	-1009002,21,21,21		0
995	1009113	1801.05	0.0	36.483	1871.87	-3.32946	-1.28663	-1009002,21,21		0
997	1009313	1801.22	0.0	36.803	1805.79	1.92054	1.29205	1009002,21,21,21,21		0
1000	1009213	1801.05	1.0	921.28	2152.91	-0.732259	2.74783	-1009002,21,21		0
1002	1009113	1801.05	0.0	847.36	2152.09	0.856954	0.917513	1009002,-1		0
1004	1009213	1801.05	1.0	770.034	2002.13	0.515158	2.60535	-1009002,21,21,21		0
1005	1009313	1801.22	0.0	371.525	2139.43	1.79995	-1.03902	-1009002,21		0
1006	1009223	1801.05	0.0	122.404	2375.44	3.22952	0.620309	1009002,21		0
1009	1009113	1801.05	0.0	58.3114	1804.98	1.34085	-1.6919	-1009002,21		0
1012	1092214	1801.38	-1.0	361.864	2237.15	-1.97312	2.70068	-1009002,21		0
1013	1009113	1801.05	0.0	179.282	1864.5	1.64615	0.873757	1009002,21		0
1014	1009213	1801.05	1.0	1102.56	2136.26	0.288755	0.648086	1009002,21,21		0
1017	1009323	1801.22	1.0	985.919	2559.11	-1.22169	-2.5736	-1009002,21,21,21		0
1018	1009113	1801.05	0.0	644.978	1953.69	0.581316	2.81271	-1009002,21,21		0
1021	1009113	1801.05	0.0	628.904	2168.73	1.27011	-0.69952	1009002,21,-3		0
1022	1009313	1801.22	0.0	1239.07	2194.06	0.148687	2.27806	-1009002,21,21		0
1023	1009113	1801.05	0.0	1183.3	2155.01	-0.00859677	-0.892026	1009002,21		0
1025	1009213	1801.05	1.0	553.288	2251.21	-1.54072	-2.31234	1009002,21		0
1026	1009113	1801.05	0.0	1185.93	2194.72	0.337716	1.00688	1009002,21		0
1029	1009223	1801.05	0.0	652.542	2046.28	0.952109	1.5026	-1009002,21,21		0
1031	1009223	1801.05	0.0	702.9	2380.22	1.4325	-2.7861	1009002,-2		0
1032	1009333	1801.4	0.0	539.903	2009.39	1.08523	2.28666	1009002,21,21		0
1033	1009213	1801.05	-1.0	644.738	2013.85	0.864443	-1.40486	1009002,21		0
