event	pdgid	mass	charge	pt	eta	phi	mothers	daughters	longLived
14948	1009213	1801.05	1.0	659.559	1946.41	-0.483197	1.25577	-1009002,21,21		0
14952	1009113	1801.05	0.0	680.257	2042.48	-0.88324	-1.85611	1009002,21		0
14953	1000993	1801.1	0.0	760.338	1965.67	-0.265711	0.202291	-1009002,21		0
14955	1009213	1801.05	1.0	842.739	2116.63	0.779361	-3.02928	1009002,-1		0
14957	1009313	1801.58	0.0	722.707	1944.73	-0.162824	-2.98959	-1009002,3		0
14959	1009213	1801.05	-1.0	782.393	2163.74	-0.991097	0.0992622	1009002,21,21		0
14961	1000993	1801.1	0.0	416.253	2683.55	2.24628	-0.131733	-1009002,21,21		0
14962	1092214	1801.38	1.0	407.163	1847.41	-0.114899	2.9981	1009002,21		0
14963	1009213	1801.05	1.0	177.728	1948.62	-2.11017	2.13075	-1009002,21		0
14965	1009213	1801.05	-1.0	177.791	1927.46	-2.027	-0.966392	1009002,21		0
14966	1009213	1801.05	-1.0	924.228	2063.45	0.420116	-1.63183	-1009002,21,21		0
14970	1009213	1801.05	1.0	1019.92	2540.63	-1.16362	1.29536	1009002,21		0
14972	1009213	1801.05	1.0	1522.69	2386.36	-0.236668	3.00231	-1009002,21,3		0
14973	1009213	1801.05	1.0	1483.43	2395.74	-0.35854	-0.105788	-1009002,21,2		0
14975	1009223	1801.05	0.0	1334.65	2256.78	-0.194157	-1.91924	1009002,21,21		0
14976	1009213	1801.05	-1.0	1330.33	2922.37	1.14473	1.20329	-1009002,21,21		0
14982	1009113	1801.05	0.0	585.884	1894.34	0.0656555	-1.11768	-1009002,21,21		0
14985	1009113	1801.05	0.0	587.263	1924.93	0.553091	1.9137	-1009002,21,21		0
14988	1009213	1801.05	1.0	470.078	2428.53	-1.91454	-2.87471	1009002,21,21		0
14990	1009223	1801.05	0.0	472.913	2204.43	-1.64534	0.286317	-1009002,21,21		0
14992	1009313	1801.22	0.0	638.456	1956.84	-0.618995	2.2962	-1009002,21		0
14994	1093214	1801.55	0.0	223.64	2371.8	-2.61909	2.91149	1009002,21		0
14999	1093114	1801.55	1.0	561.138	2374.07	-1.67203	-0.92303	-1009002,21,21		0
15001	1009313	1801.22	0.0	403.767	1943.6	-1.19854	2.43524	1009002,21,21		0
15002	1009323	1801.22	-1.0	190.259	1928.42	-1.96	0.803893	-1009002,21		0
15003	1000993	1801.1	0.0	162.501	1838.91	1.4668	-2.36113	1009002,21		0
15005	1009213	1801.05	-1.0	787.347	2054.7	-0.701148	-1.18612	-1009002,21		0
15009	1000993	1801.1	0.0	641.88	2290.21	1.42737	1.9757	1009002,21		0
15010	1009213	1801.05	-1.0	1282.77	2367.25	-0.618741	2.20497	1009002,21,21		0
15011	1009213	1801.05	-1.0	1257.51	2555.65	0.908501	-0.887391	-1009002,21		0
15012	1009113	1801.05	0.0	156.225	2035.55	2.48989	-0.682249	1009002,21,21		0
15014	1009313	1801.22	0.0	235.836	1874.2	1.42337	1.80594	1009002,21		0
15016	1009213	1801.05	1.0	890.419	3026.32	-1.66261	0.457365	-1009002,21		0
15018	1009323	1801.22	-1.0	874.712	2005.19	-0.120939	-2.62702	1009002,21,21		0
15020	1009223	1801.05	0.0	352.689	1866	-0.850252	-0.252089	-1009002,21,21		0
15021	1009223	1801.05	0.0	303.802	1897.79	1.29885	2.86422	1009002,21,21		0
15022	1009313	1801.22	0.0	739.319	1999.98	0.584398	1.58944	1009002,21		0
15023	1092114	1801.38	0.0	784.381	2045.39	-0.673054	-1.60979	-1009002,21		0
15026	1009313	1801.22	0.0	739.749	1988.76	0.522539	-2.20393	-1009002,21		0
15027	1009213	1801.05	-1.0	939.945	2521	1.24265	1.04576	1009002,21		0
15031	1009213	1801.05	1.0	1565.01	2407.71	0.204665	0.602108	-1009002,21		0
15033	1009223	1801.05	0.0	1449.72	2320.65	-0.137442	-2.51217	1009002,21		0
15036	1009213	1801.05	1.0	1275.74	2225.56	-0.222394	-0.14869	-1009002,21		0
15038	1093214	1801.55	0.0	1381.87	2294.32	-0.236438	3.01617	-1009002,21		0
15039	1009113	1801.05	0.0	1145.06	2142.23	-0.16088	-1.15916	-1009002,21		0
15040	1093214	1801.55	0.0	1090.4	2736.73	-1.25057	1.85773	1009002,21		0
15041	1009113	1801.05	0.0	194.189	2313.02	-2.70003	-0.870094	-1009002,21,21		0
15044	1009213	1801.05	1.0	165.454	1981.15	2.29003	2.27937	1009002,21,21,21		0
15049	1009213	1801.05	1.0	523.92	2100.05	-1.35171	-1.9722	1009002,21		0
15050	1009223	1801.05	0.0	544.44	2749.88	2.01492	1.20729	-1009002,21,21		0
15051	1009323	1801.22	1.0	192.157	2797.45	3.10156	1.26973	1009002,21		0
15052	1009113	1801.05	0.0	146.927	1862.82	1.84333	-1.8162	-1009002,21		0
15053	1009213	1801.05	1.0	717.414	2435.84	1.46824	-0.119074	1009002,21,21		0
15054	1009213	1801.05	1.0	553.685	1885.44	0.121361	2.69462	-1009002,21,21		0
15055	1009213	1801.05	1.0	1279.8	2975.39	1.22604	0.410605	-1009002,21,1		0
15060	1009313	1801.22	0.0	1271.78	2418.43	0.717889	-2.75251	-1009002,21		0
15061	1009213	1801.05	-1.0	647.451	2031.07	0.916364	1.49209	-1009002,21,4		0
15062	1009213	1801.05	1.0	585.876	1923.66	0.547139	-1.70529	1009002,21,21,21		0
15063	1091114	1801.38	1.0	197.6	1832.6	-1.12671	-3.00198	1009002,21,21		0
15064	1092214	1801.38	-1.0	214.664	1859.02	1.39415	0.140985	1009002,21		0
15065	1009313	1801.22	0.0	18.372	1837.44	3.67606	-1.3421	1009002,21		0
15069	1000993	1801.1	0.0	28.5858	1824.36	3.0091	1.86806	-1009002,1		0
15070	1000993	1801.1	0.0	975.144	2168.8	0.678279	-2.71983	-1009002,21		0
15072	1009113	1801.05	0.0	921.498	2089.18	-0.539178	0.426866	1009002,21,21		0
15075	1009313	1801.22	0.0	215.757	2135.96	2.35582	0.0518296	-1009002,21,21,21		0
15079	1009213	1801.05	-1.0	181.261	1811.16	0.328189	-3.0054	1009002,21		0
15080	1009213	1801.05	-1.0	737.601	3027.37	-1.86296	0.478048	-1009002,21,21		0
15081	1009213	1801.05	1.0	739.078	2218.4	-1.1605	-2.71747	1009002,-2		0
15082	1009213	1801.05	-1.0	539.381	1984.55	-1.00183	1.11058	1009002,21,21		0
15083	1009223	1801.05	0.0	193.552	1883.5	-1.70727	-2.92396	1009002,21		0
15085	1000993	1801.1	0.0	574.453	1900.77	-0.337178	2.70243	-1009002,21,21,21		0
15088	1009213	1801.05	-1.0	584.978	2118.24	-1.2609	-0.720421	1009002,21		0
15093	1009113	1801.05	0.0	465.878	3029.01	2.33781	-0.577583	-1009002,21,2		0
15094	1009113	1801.05	0.0	432.756	1981.34	1.26226	2.60678	1009002,21		0
15097	1009113	1801.05	0.0	1200.26	2391.22	-0.768963	-2.86638	-1009002,21,21		0
15098	1009223	1801.05	0.0	1228.62	2957.18	1.26275	0.291137	1009002,21,21		0
15101	1009223	1801.05	0.0	1770.77	3879.93	-1.28204	0.559004	-1009002,21,21		0
15104	1009213	1801.05	1.0	1701.69	2558.94	0.36734	-2.53044	1009002,21,21		0
15106	1000993	1801.1	0.0	828.327	1982.87	0.0494977	-2.22844	-1009002,21		0
15107	1092214	1801.38	1.0	774.946	1962.53	0.100156	0.624794	1009002,21,21		0
15108	1009323	1801.43	1.0	572.259	1908.64	0.448063	2.64503	-1009002,2		0
15109	1009323	1801.22	-1.0	508.735	1970.57	-1.02335	-0.374587	1009002,21,21		0
15113	1009213	1801.05	1.0	485.611	2163.22	1.55249	-2.3535	-1009002,21		0
15118	1009113	1801.05	0.0	710.911	2106.34	-0.994236	0.871287	1009002,21		0
15119	1000993	1801.1	0.0	99.0027	1892.34	2.45455	2.40623	1009002,21,21		0
15121	1009313	1801.22	0.0	135.793	1850.97	-1.8106	0.0986473	-1009002,21		0
15124	1000993	1801.1	0.0	277.485	1954.12	1.66281	0.556222	1009002,21,21		0
15125	1092114	1801.38	0.0	329.255	1834.66	-0.335024	-2.58367	-1009002,21,21		0
15126	1009213	1801.05	-1.0	946.722	2040.14	0.156381	1.33244	1009002,21,21		0
15127	1000993	1801.1	0.0	858.306	2410.1	1.23577	-1.80174	-1009002,4		0
15129	1009213	1801.05	-1.0	985.634	2211.97	0.759878	1.68133	-1009002,21,21		0
15130	1009213	1801.05	1.0	1000.1	2727.11	1.34399	-1.45773	1009002,21		0
15133	1009213	1801.05	-1.0	962.589	2252.57	0.872571	-1.69734	1009002,21,21		0
15134	1009213	1801.05	-1.0	892.794	3805.42	-1.99795	1.66837	-1009002,21		0
15135	1009223	1801.05	0.0	1454.77	2315.67	0.0320886	-1.21481	-1009002,21		0
15136	1009213	1801.05	1.0	1408.82	2437.57	-0.56835	1.94657	1009002,21		0
15137	1009223	1801.05	0.0	544.821	2744.73	-2.0108	1.63426	-1009002,21,21		0
15144	1009223	1801.05	0.0	589.549	1965.91	0.799172	-1.06452	1009002,21		0
15145	1000993	1801.1	0.0	846.182	1991.7	0.0977795	-2.78376	-1009002,21,21		0
15146	1009223	1801.05	0.0	726.093	2007.23	-0.652282	0.220859	1009002,21,21		0
15147	1092214	1801.38	1.0	866.568	2004.56	-0.171822	-0.0852263	-1009002,21,21		0
15148	1009223	1801.05	0.0	841.096	2244.93	-1.04158	3.13551	1009002,21,21		0
15149	1009113	1801.05	0.0	110.633	1921.41	2.48635	0.0898655	1009002,21,21		0
15151	1009323	1801.22	-1.0	186.66	2150.79	2.52683	0.730001	1009002,21,21		0
15152	1009313	1801.22	0.0	569.355	1904.9	-0.418227	-1.03292	-1009002,21,21		0
15154	1091114	1801.38	-1.0	588.136	1923.43	0.534798	2.00798	1009002,21,21,21,21		0
15155	1009113	1801.05	0.0	1079	2099.56	0.0108007	-2.30602	-1009002,21,21		0
15156	1093324	1801.72	0.0	1160.75	2148.44	-0.128145	0.853368	-1009002,3		0
15159	1000993	1801.1	0.0	1772.71	2554.57	-0.209072	2.55719	1009002,21,21,21		0
15160	1009213	1801.05	1.0	1773.47	2906.45	-0.739682	-0.589641	-1009002,21,21		0
15163	1009223	1801.05	0.0	675.698	3436.68	2.14552	-0.15607	-1009002,21		0
15164	1091114	1801.38	1.0	696.918	2034.54	0.82168	2.82541	1009002,21,21,21		0
15165	1009323	1801.22	1.0	1395.03	2290.91	-0.171421	3.00313	1009002,21		0
15168	1092214	1801.38	-1.0	1428.06	2559.11	0.72288	-0.157857	-1009002,21		0
15169	1009213	1801.05	1.0	476.726	1867.52	0.266957	-2.07664	-1009002,21,21		0
15171	1009213	1801.05	-1.0	544.225	1930.2	-0.72628	1.10342	1009002,-1		0
15174	1009313	1801.22	0.0	810.239	2299.09	-1.16809	-0.964478	-1009002,21		0
15176	1009113	1801.05	0.0	807.328	2107.82	0.820994	2.50668	1009002,21,21,21		0
15177	1000993	1801.1	0.0	1215.51	2173.43	-0.0400797	2.8479	-1009002,21		0
15181	1009213	1801.05	-1.0	1149.81	2208.21	-0.467312	-0.247867	1009002,21,21,21		0
15182	1009313	1801.22	0.0	1630.77	2446.7	0.17525	-0.736311	1009002,21		0
15186	1009213	1801.05	1.0	1820.24	2640.74	0.347498	2.26415	-1009002,21		0
15187	1009213	1801.05	-1.0	702.962	2115.8	1.03038	2.81122	-1009002,21		0
15188	1009223	1801.05	0.0	645.946	1935.38	0.436463	-0.402167	1009002,-2		0
15189	1000993	1801.1	0.0	322.711	1850.96	0.782802	1.68093	-1009002,21,21		0
15190	1000993	1801.1	0.0	321.275	2644.14	2.48219	-1.42349	1009002,21,21		0
15191	1009213	1801.05	1.0	647.733	1918.36	0.198554	-0.408957	-1009002,21		0
15192	1009313	1801.22	0.0	702.463	1956.4	-0.41424	2.65616	1009002,21,21		0
15194	1093214	1801.55	0.0	757.117	2125.4	0.952964	-1.18795	-1009002,21,21		0
15199	1009113	1801.05	0.0	681.081	1929.94	-0.190365	1.95027	1009002,21,21		0
15201	1009213	1801.05	-1.0	417.447	1871.71	-0.652278	0.272555	-1009002,1		0
15202	1009213	1801.05	1.0	406.561	1958.82	-1.25374	-2.86878	1009002,21		0
15203	1009113	1801.05	0.0	982.393	2147.16	-0.606981	-0.494621	-1009002,21,21,21		0
15204	1009113	1801.05	0.0	947.973	2151.15	-0.680834	2.60402	1009002,21,21,-3		0
15210	1009113	1801.05	0.0	1438.2	2616.21	0.779379	-2.1288	1009002,21		0
15211	1009113	1801.05	0.0	1403.2	2433.02	-0.568101	0.98046	-1009002,21,21		0
15213	1009223	1801.05	0.0	908.324	2641.91	1.38785	-3.01461	-1009002,1		0
15214	1009213	1801.05	1.0	781.898	2489.25	1.4242	0.197683	1009002,21		0
15215	1009223	1801.05	0.0	1348.49	2375.81	-0.539332	1.5649	1009002,21,21,21		0
15216	1009323	1801.22	-1.0	1357.16	3446.78	-1.40754	-1.59358	-1009002,21		0
15222	1009313	1801.22	0.0	1317.75	2231.84	-0.0122466	1.5863	1009002,21,21		0
15223	1009213	1801.05	-1.0	1904.02	3295.46	-0.915756	-1.12336	-1009002,21		0
15226	1092114	1801.38	0.0	340.021	1833.8	0.139608	-0.0260543	1009002,21		0
15228	1009213	1801.05	1.0	408.681	1926.31	-1.10258	2.99632	-1009002,21		0
15229	1009213	1801.05	-1.0	1137.18	2130.02	-0.0010715	-0.432348	-1009002,21,21		0
15230	1009113	1801.05	0.0	1107.76	2676.82	1.18463	2.68813	1009002,21,21		0
15232	1009213	1801.05	-1.0	352.462	1847.37	0.569052	1.20546	-1009002,21,21,21		0
15234	1009223	1801.05	0.0	338.235	2027.96	1.67218	-1.9227	1009002,21,21		0
15237	1009223	1801.05	0.0	458.453	2035.33	-1.3553	-1.2796	-1009002,21		0
15238	1009313	1801.22	0.0	474.488	1876.35	-0.460185	1.81422	-1009002,4		0
15239	1000993	1801.1	0.0	916.412	2097.1	0.57868	-1.57375	-1009002,21		0
15241	1000993	1801.1	0.0	931.471	2094.31	-0.536406	1.57044	1009002,21		0
15243	1009113	1801.05	0.0	119.348	2276.34	3.14783	-0.0475173	1009002,21		0
15245	1009323	1801.22	1.0	438.163	2045.13	-1.43079	2.44844	1009002,21,21		0
15246	1009213	1801.05	1.0	1064.88	2293.1	0.794837	0.081157	1009002,21		0
15247	1009213	1801.05	1.0	437.333	1858.06	-0.296724	-2.88232	1009002,21		0
15249	1009213	1801.05	1.0	614.026	1908.69	0.240898	0.470174	-1009002,21,21		0
15250	1000993	1801.1	0.0	781.051	2041.75	0.667598	-2.45098	-1009002,21,21,21		0
15253	1009223	1801.05	0.0	945.01	2214.5	0.8287	1.87519	-1009002,21,21		0
15254	1009223	1801.05	0.0	1172.51	2302.36	-0.656322	-1.24044	1009002,21,21		0
15255	1000993	1801.1	0.0	1078.77	2100.55	-0.0628501	-1.25544	-1009002,21,21		0
15256	1009213	1801.05	1.0	1434.14	3303.41	1.27614	2.0238	1009002,21,21		0
15262	1009223	1801.05	0.0	571.522	1904.17	-0.401182	-2.85093	-1009002,21		0
15263	1009213	1801.05	1.0	515.373	1952.93	-0.930574	0.163202	1009002,21		0
15265	1009223	1801.05	0.0	800.586	1973.79	0.131386	-3.01915	1009002,21		0
15268	1091114	1801.38	-1.0	808.428	2216.86	-1.0456	-0.18018	-1009002,21,21		0
15274	1009213	1801.05	1.0	636.044	1915.48	0.224565	2.56682	1009002,21,21		0
15275	1009213	1801.05	-1.0	589.351	1944.19	-0.682847	-0.281643	1009002,21		0
15276	1009223	1801.05	0.0	700.81	1989.48	0.631218	-0.951345	1009002,21,21		0
15277	1009113	1801.05	0.0	708.032	3134.47	1.9609	2.18584	1009002,21,21		0
15278	1000993	1801.1	0.0	311.665	1911.42	1.34724	0.321977	1009002,21,21		0
15279	1000993	1801.1	0.0	110.846	1808.32	0.922329	2.66516	1009002,21		0
15282	1009113	1801.05	0.0	946.875	2229.76	-0.854975	0.291285	-1009002,21		0
15283	1009213	1801.05	-1.0	955.55	2652.63	-1.33867	-2.87203	1009002,21		0
15285	1009213	1801.05	-1.0	427.877	2088.3	1.55374	-0.261548	-1009002,21		0
15286	1000993	1801.1	0.0	373.544	1953.84	1.33262	2.89862	1009002,21,21		0
15287	1009213	1801.05	-1.0	1538.09	2521.25	0.535966	0.687585	1009002,21		0
15288	1009213	1801.05	-1.0	1360.83	2564.28	-0.804358	-2.06777	-1009002,21		0
15289	1009323	1801.22	1.0	1582.81	2437.29	0.272497	1.10558	-1009002,21,21		0
15291	1009213	1801.05	1.0	1673.87	3567.82	1.21919	-2.02815	1009002,21		0
15292	1000993	1801.1	0.0	1073.23	2315.54	0.820536	-0.998073	1009002,21		0
15293	1000993	1801.1	0.0	1149.5	3189.36	1.4701	2.12871	-1009002,21,21		0
15294	1009213	1801.05	1.0	1162.4	2376.81	-0.796414	2.16282	-1009002,21,21		0
15295	1009113	1801.05	0.0	1192.74	2545.37	-0.969542	-1.04202	1009002,21,21		0
15296	1009223	1801.05	0.0	1056.99	2193.77	0.599268	1.32375	-1009002,21		0
15298	1009223	1801.05	0.0	1066.68	2093.5	0.0318897	-1.82281	1009002,21,21		0
15300	1009223	1801.05	0.0	314.756	2677.79	-2.52665	-0.576635	-1009002,21,21,21		0
15303	1009213	1801.05	1.0	263.045	2170.9	-2.20888	1.37725	1009002,21,21		0
15304	1009313	1801.22	0.0	104.223	1825.16	1.69952	-0.29955	-1009002,21,21		0
15306	1009313	1801.22	0.0	349.762	1899.84	-1.14283	2.35789	1009002,21		0
15307	1092114	1801.38	0.0	1341.94	2547.8	0.805853	-0.0150162	1009002,21		0
15308	1009213	1801.05	-1.0	1266.89	2464.54	-0.78919	-3.04425	1009002,21,21,21		0
15311	1009213	1801.05	1.0	387.107	2405.65	-2.09388	-2.44498	-1009002,21,21		0
15313	1009313	1801.82	0.0	414.176	2176.19	-1.74362	-0.787599	1009002,-3		0
15314	1009213	1801.05	1.0	1664.48	2471.06	0.181115	-0.261167	1009002,21,21		0
15315	1092114	1801.38	0.0	1532.51	2378.53	0.164156	2.83493	-1009002,21		0
15319	1009213	1801.05	1.0	1426.19	2298.87	0.0587083	3.09678	-1009002,21,21		0
15321	1009113	1801.05	0.0	1820.02	2701.71	-0.457481	-0.174128	1009002,-3		0
15323	1009213	1801.05	-1.0	1214.71	3100.44	1.36064	0.179111	1009002,21,21		0
15324	1009213	1801.05	1.0	1145.77	2523.1	-0.99924	-2.86753	-1009002,21		0
15327	1009213	1801.05	-1.0	463.424	1860.16	-0.087502	-2.15684	1009002,21,21		0
15328	1009223	1801.05	0.0	452.979	1883.04	-0.642031	0.99814	-1009002,21		0
15329	1009113	1801.05	0.0	1625.42	2581.95	-0.51986	-2.50907	-1009002,21,21		0
15332	1009313	1801.22	0.0	1588.02	2602.93	-0.596538	0.610072	1009002,21,21		0
15335	1009323	1801.22	-1.0	395.813	2927.51	-2.44882	-2.69198	-1009002,21,21		0
15336	1009213	1801.05	1.0	265.635	1885.88	1.37576	0.453214	-1009002,21		0
15337	1009323	1801.22	-1.0	997.113	2647.31	-1.28501	-0.337292	1009002,21,21		0
15340	1009213	1801.05	-1.0	957.906	2946.2	1.53755	2.93975	-1009002,21,21		0
15343	1000993	1801.1	0.0	466.783	1931.76	-0.958973	3.08683	-1009002,21		0
15344	1009223	1801.05	0.0	510.266	2048.22	-1.26434	0.108531	1009002,21		0
15345	1093224	1801.55	-1.0	820.828	1979.87	0.0284748	-0.423619	-1009002,21,21		0
15347	1000993	1801.1	0.0	792.468	2326.1	-1.23046	2.68243	1009002,21		0
15349	1009213	1801.05	-1.0	547.573	2051.92	1.18988	1.85536	-1009002,21,21		0
15350	1009223	1801.05	0.0	455.65	1939.22	-1.02891	-1.21408	1009002,21,21		0
15352	1009213	1801.05	1.0	305.836	1831.44	-0.412539	-1.10539	-1009002,3		0
15353	1009213	1801.05	-1.0	309.859	1837.25	0.577098	2.08755	1009002,-1		0
15354	1000993	1801.1	0.0	816.373	1986.87	0.234252	0.857781	-1009002,21		0
15355	1009213	1801.05	-1.0	163.214	1893.08	1.94621	1.58175	1009002,21,21		0
15357	1092114	1801.38	0.0	754.134	2033.66	0.695204	0.644714	-1009002,21,21,21		0
15358	1009213	1801.05	-1.0	768.309	2448.66	1.40437	-2.46413	1009002,-1		0
15359	1009223	1801.05	0.0	514.86	2201.99	-1.54945	2.71406	-1009002,21		0
15361	1009213	1801.05	1.0	427.878	1853.39	0.209885	-0.48596	1009002,-3		0
15362	1000993	1801.1	0.0	433.874	1973.59	1.23191	-2.57481	1009002,21,21		0
15363	1093214	1801.55	0.0	423.649	1872.1	-0.62487	0.57404	-1009002,21		0
15364	1009213	1801.05	1.0	779.581	2840.71	-1.69605	2.62525	-1009002,21		0
15366	1009113	1801.05	0.0	767.017	1977.49	0.357288	-0.487217	1009002,21,21		0
15370	1009313	1801.22	0.0	261.07	2894.35	2.85061	-1.47823	1009002,21		0
15373	1009213	1801.05	1.0	103.238	1855.5	-2.14323	2.63106	-1009002,21		0
15377	1000993	1801.1	0.0	516.433	1917.16	-0.721812	-1.94034	-1009002,21		0
15378	1009213	1801.05	-1.0	648.111	1935.53	-0.429698	1.23097	1009002,21,21		0
15381	1009223	1801.05	0.0	1275.95	3758.62	1.60339	-2.67098	-1009002,21		0
15383	1000993	1801.1	0.0	1231.16	2695.09	-1.06942	0.536699	1009002,21		0
15384	1092214	1801.38	1.0	929.346	2040.06	-0.245733	-1.0108	1009002,2101		0
15387	1009223	1801.05	0.0	922.881	2026.8	-0.120583	2.02793	-1009002,2		0
15390	1000993	1801.1	0.0	206.627	1870.4	-1.54077	1.58045	1009002,21,21		0
15391	1093214	1801.55	0.0	187.589	1823.74	-0.973108	-1.42682	-1009002,21,21		0
15392	1009323	1801.22	-1.0	1223.25	2519.51	-0.906866	-1.33401	-1009002,21,21		0
15393	1009223	1801.05	0.0	1212.31	2670.52	-1.06787	1.75705	1009002,21,21		0
15396	1009223	1801.05	0.0	440.439	1862.52	-0.391103	-2.90334	1009002,21,21		0
15397	1009113	1801.05	0.0	391.192	1863.24	0.652152	0.0449453	-1009002,21,21		0
15398	1000993	1801.1	0.0	398.538	1844.68	0.0160437	-0.185131	-1009002,21		0
15399	1009213	1801.05	1.0	396.619	1846.09	0.20897	2.93461	-1009002,21,2		0
15400	1009213	1801.05	1.0	1231.03	3030.48	-1.30523	1.06334	1009002,-2		0
15402	1009213	1801.05	-1.0	1208.4	2365.72	-0.718426	-2.08256	-1009002,21		0
15403	1009213	1801.05	1.0	583.905	1972.32	0.8429	0.622378	-1009002,21		0
15406	1009213	1801.05	-1.0	566.969	2012.58	1.03419	-2.58383	1009002,21,21		0
15407	1009213	1801.05	-1.0	478.664	2545.57	1.9989	1.38193	1009002,21		0
15408	1009113	1801.05	0.0	484.991	1901.2	-0.700456	-1.71944	-1009002,21,21		0
15410	1009213	1801.05	-1.0	714.984	1948.31	0.279246	2.57819	-1009002,21,21		0
15411	1009223	1801.05	0.0	701.341	1944.61	-0.30073	-0.405146	1009002,21,21		0
15413	1009213	1801.05	-1.0	930.299	2942.42	1.5673	2.39087	-1009002,21,21		0
15415	1000993	1801.1	0.0	929.99	2631.59	1.35265	-0.739242	1009002,21		0
15416	1009213	1801.05	1.0	124.06	1833.46	-1.67626	-2.93802	-1009002,21,3		0
15417	1009113	1801.05	0.0	209.412	2200.42	2.48407	-0.378187	1009002,21		0
15419	1009213	1801.05	1.0	507.611	3031.68	-2.25164	0.781972	1009002,21,21		0
15420	1009213	1801.05	1.0	632.802	2064.65	1.04312	-2.12297	-1009002,21,21		0
15421	1092214	1801.38	1.0	794.562	1969.96	0.0839366	0.24192	1009002,21,21		0
15422	1009313	1801.22	0.0	871.184	2293.21	1.06997	-2.95402	-1009002,21,21		0
15425	1092214	1801.38	1.0	841.594	1994.26	-0.182437	1.45115	-1009002,21		0
15427	1093224	1801.55	1.0	800.643	3432.44	-1.96831	-1.63009	1009002,21		0
15428	1092114	1801.38	0.0	529.217	1933.73	0.789935	2.40185	-1009002,21,21		0
15429	1092114	1801.38	0.0	270.026	1889.08	1.3766	0.755929	1009002,21,21		0
15430	1009113	1801.05	0.0	684.616	1942.43	-0.352149	2.02897	-1009002,21,21		0
15431	1009113	1801.05	0.0	692.93	2963.76	-1.89357	-1.10915	1009002,21,21		0
15434	1009323	1801.22	-1.0	19.6836	1837.71	-3.61078	0.760792	1009002,21,21		0
15435	1009113	1801.05	0.0	119.224	2593.76	-3.44294	-0.141014	-1009002,21		0
15438	1009313	1801.22	0.0	782.561	2302.3	-1.21425	-1.74454	-1009002,21		0
15439	1009113	1801.05	0.0	972.393	2337.06	-0.990173	1.64876	1009002,21,21		0
15440	1009113	1801.05	0.0	196.03	2999.55	-3.19587	-0.12995	-1009002,21,21		0
15443	1009223	1801.05	0.0	205.754	2055.54	2.2539	3.13544	1009002,21,21		0
15452	1009113	1801.05	0.0	433.313	1916.7	-0.974155	-0.266688	-1009002,21		0
15453	1009313	1801.22	0.0	440.555	2143.39	1.62475	2.95276	1009002,21,21,21		0
15456	1009223	1801.05	0.0	232.286	1854.91	-1.26355	0.0118396	-1009002,21		0
15457	1009223	1801.05	0.0	271.886	1874.41	-1.26327	2.64536	1009002,21		0
15461	1009213	1801.05	-1.0	235.668	2048.94	-2.10024	-1.06197	1009002,21		0
15468	1009113	1801.05	0.0	231.361	1903.07	-1.63289	2.14459	-1009002,21		0
15471	1009223	1801.05	0.0	1186.13	2479.32	-0.903328	0.577387	-1009002,21		0
15472	1092214	1801.38	-1.0	986.17	2883.77	1.46705	-2.54328	1009002,21		0
15474	1009333	1801.4	0.0	806.734	2009.34	-0.450955	-2.66837	1009002,21,21		0
15475	1009323	1801.22	1.0	799.163	1977.58	-0.207019	0.47631	1009002,21		0
15476	1009213	1801.05	1.0	625.029	1922.52	-0.387448	2.06612	-1009002,21,21		0
15479	1092114	1801.38	0.0	606.157	2088.95	-1.15528	-1.0885	1009002,-3		0
15481	1009223	1801.05	0.0	604.452	2192.62	-1.35583	-1.30356	-1009002,21,21		0
15482	1009213	1801.05	1.0	595.693	1944.56	-0.66696	1.8401	1009002,21,21		0
15485	1009213	1801.05	1.0	2137.45	3126.44	-0.615705	-1.10018	-1009002,21		0
15486	1000993	1801.1	0.0	1195.92	2403.69	0.79273	1.93604	-1009002,21		0
15487	1092214	1801.38	1.0	1613.65	2433.03	-0.164177	-1.80433	-1009002,21		0
15488	1009313	1801.22	0.0	1534.66	2532.25	0.558018	1.33844	-1009002,21		0
15489	1093224	1801.55	-1.0	710.245	2055.88	0.861436	-1.90522	1009002,21,21		0
15490	1009213	1801.05	1.0	707.958	1935.61	-0.0564242	1.24083	-1009002,21,21		0
15493	1009213	1801.05	1.0	860.938	2035.25	0.445713	2.83556	-1009002,21,21		0
15494	1000993	1801.1	0.0	855.346	2019.71	0.368005	-0.310251	-1009002,21		0
15496	1009213	1801.05	-1.0	619.638	2445	1.63758	3.05483	-1009002,21,21		0
15497	1092214	1801.38	1.0	653.221	3382.37	2.1575	-0.122217	1009002,21,21		0
15498	1009213	1801.05	-1.0	840.022	2412.69	1.26406	-0.281832	-1009002,21		0
15502	1009213	1801.05	-1.0	349.875	2644.94	-2.3962	2.68682	-1009002,21		0
15503	1009213	1801.05	-1.0	1490.6	2878.28	-0.967955	1.98669	-1009002,21		0
15506	1009213	1801.05	1.0	1332.77	2262.16	-0.231971	-1.36279	1009002,21,21,21		0
15509	1009213	1801.05	1.0	1341.44	2407.08	0.607813	1.62704	-1009002,21		0
15512	1092114	1801.38	0.0	2251.68	2901.05	0.140729	-1.60502	-1009002,21,21		0
15514	1009213	1801.05	-1.0	806.252	1981.87	0.226672	-2.15054	-1009002,21,21		0
